protocol,concurrency,repeat,sample_id,latency_ms
MedAuth,100,1,52,6.5
MedAuth,100,1,53,6.5
MedAuth,100,1,54,6.5
MedAuth,100,1,55,6.5
MedAuth,100,1,56,6.5
MedAuth,100,1,57,6.5
MedAuth,100,1,58,6.5
MedAuth,100,1,59,6.5
MedAuth,100,1,60,6.5
MedAuth,100,1,61,6.5
MedAuth,100,1,62,6.5
MedAuth,100,1,63,6.5
MedAuth,100,1,64,6.5
MedAuth,100,1,65,6.5
MedAuth,100,1,66,6.5
MedAuth,100,1,67,6.5
MedAuth,100,1,68,6.5
MedAuth,100,1,69,6.5
MedAuth,100,1,70,6.5
MedAuth,100,1,71,6.5
MedAuth,100,1,72,6.5
MedAuth,100,1,73,6.5
MedAuth,100,1,74,6.5
MedAuth,100,1,75,6.5
MedAuth,100,1,76,6.5
MedAuth,100,1,77,6.5
MedAuth,100,1,78,6.5
MedAuth,100,1,79,6.5
MedAuth,100,1,80,6.5
MedAuth,100,1,81,6.5
MedAuth,100,1,82,6.5
MedAuth,100,1,83,6.5
MedAuth,100,1,84,6.5
MedAuth,100,1,85,6.5
MedAuth,100,1,86,6.5
MedAuth,100,1,87,6.5
MedAuth,100,1,88,6.5
MedAuth,100,1,89,6.5
MedAuth,100,1,90,6.5
MedAuth,100,1,91,6.5
MedAuth,100,1,92,6.5
MedAuth,100,1,93,6.5
MedAuth,100,1,94,6.5
MedAuth,100,1,95,9.8
MedAuth,100,1,96,9.9
MedAuth,100,1,97,9.9
MedAuth,100,1,98,9.9
MedAuth,100,1,99,9.9
MedAuth,100,1,100,9.9
MedAuth,100,2,1,6.3
MedAuth,100,2,2,6.3
MedAuth,100,2,3,6.3
MedAuth,100,2,4,6.3
MedAuth,100,2,5,6.3
MedAuth,100,2,6,6.3
MedAuth,100,2,7,6.3
MedAuth,100,2,8,6.3
MedAuth,100,2,9,6.3
MedAuth,100,2,10,6.3
MedAuth,100,2,11,6.3
MedAuth,100,2,12,6.3
MedAuth,100,2,13,6.3
MedAuth,100,2,14,6.3
MedAuth,100,2,15,6.3
MedAuth,100,2,16,6.3
MedAuth,100,2,17,6.3
MedAuth,100,2,18,6.3
MedAuth,100,2,19,6.3
MedAuth,100,2,20,6.3
MedAuth,100,2,21,6.3
MedAuth,100,2,22,6.3
MedAuth,100,2,23,6.3
MedAuth,100,2,24,6.3
MedAuth,100,2,25,6.3
MedAuth,100,2,26,6.3
MedAuth,100,2,27,6.3
MedAuth,100,2,28,6.3
MedAuth,100,2,29,6.3
MedAuth,100,2,30,6.3
MedAuth,100,2,31,6.3
MedAuth,100,2,32,6.3
MedAuth,100,2,33,6.3
MedAuth,100,2,34,6.3
MedAuth,100,2,35,6.3
MedAuth,100,2,36,6.3
MedAuth,100,2,37,6.3
MedAuth,100,2,38,6.3
MedAuth,100,2,39,6.3
MedAuth,100,2,40,6.3
MedAuth,100,2,41,6.3
MedAuth,100,2,42,6.3
MedAuth,100,2,43,6.3
MedAuth,100,2,44,6.3
MedAuth,100,2,45,6.3
MedAuth,100,2,46,6.3
MedAuth,100,2,47,6.3
MedAuth,100,2,48,6.3
MedAuth,100,2,49,6.3
MedAuth,100,2,50,6.5
MedAuth,100,2,51,6.5
MedAuth,100,2,52,6.5
MedAuth,100,2,53,6.5
MedAuth,100,2,54,6.5
MedAuth,100,2,55,6.5
MedAuth,100,2,56,6.5
MedAuth,100,2,57,6.5
MedAuth,100,2,58,6.5
MedAuth,100,2,59,6.5
MedAuth,100,2,60,6.5
MedAuth,100,2,61,6.5
MedAuth,100,2,62,6.5
MedAuth,100,2,63,6.5
MedAuth,100,2,64,6.5
MedAuth,100,2,65,6.5
MedAuth,100,2,66,6.5
MedAuth,100,2,67,6.5
MedAuth,100,2,68,6.5
MedAuth,100,2,69,6.5
MedAuth,100,2,70,6.5
MedAuth,100,2,71,6.5
MedAuth,100,2,72,6.5
MedAuth,100,2,73,6.5
MedAuth,100,2,74,6.5
MedAuth,100,2,75,6.5
MedAuth,100,2,76,6.5
MedAuth,100,2,77,6.5
MedAuth,100,2,78,6.5
MedAuth,100,2,79,6.5
MedAuth,100,2,80,6.5
MedAuth,100,2,81,6.5
MedAuth,100,2,82,6.5
MedAuth,100,2,83,6.5
MedAuth,100,2,84,6.5
MedAuth,100,2,85,6.5
MedAuth,100,2,86,6.5
MedAuth,100,2,87,6.5
MedAuth,100,2,88,6.5
MedAuth,100,2,89,6.5
MedAuth,100,2,90,6.5
MedAuth,100,2,91,6.5
MedAuth,100,2,92,6.5
MedAuth,100,2,93,6.5
MedAuth,100,2,94,6.5
MedAuth,100,2,95,9.8
MedAuth,100,2,96,9.9
MedAuth,100,2,97,9.9
MedAuth,100,2,98,9.9
MedAuth,100,2,99,9.9
MedAuth,100,2,100,9.9
MedAuth,100,3,1,6.3
MedAuth,100,3,2,6.3
MedAuth,100,3,3,6.3
MedAuth,100,3,4,6.3
MedAuth,100,3,5,6.3
MedAuth,100,3,6,6.3
MedAuth,100,3,7,6.3
MedAuth,100,3,8,6.3
MedAuth,100,3,9,6.3
MedAuth,100,3,10,6.3
MedAuth,100,3,11,6.3
MedAuth,100,3,12,6.3
MedAuth,100,3,13,6.3
MedAuth,100,3,14,6.3
MedAuth,100,3,15,6.3
MedAuth,100,3,16,6.3
MedAuth,100,3,17,6.3
MedAuth,100,3,18,6.3
MedAuth,100,3,19,6.3
MedAuth,100,3,20,6.3
MedAuth,100,3,21,6.3
MedAuth,100,3,22,6.3
MedAuth,100,3,23,6.3
MedAuth,100,3,24,6.3
MedAuth,100,3,25,6.3
MedAuth,100,3,26,6.3
MedAuth,100,3,27,6.3
MedAuth,100,3,28,6.3
MedAuth,100,3,29,6.3
MedAuth,100,3,30,6.3
MedAuth,100,3,31,6.3
MedAuth,100,3,32,6.3
MedAuth,100,3,33,6.3
MedAuth,100,3,34,6.3
MedAuth,100,3,35,6.3
MedAuth,100,3,36,6.3
MedAuth,100,3,37,6.3
MedAuth,100,3,38,6.3
MedAuth,100,3,39,6.3
MedAuth,100,3,40,6.3
MedAuth,100,3,41,6.3
MedAuth,100,3,42,6.3
MedAuth,100,3,43,6.3
MedAuth,100,3,44,6.3
MedAuth,100,3,45,6.3
MedAuth,100,3,46,6.3
MedAuth,100,3,47,6.3
MedAuth,100,3,48,6.3
MedAuth,100,3,49,6.3
MedAuth,100,3,50,6.5
MedAuth,100,3,51,6.5
MedAuth,100,3,52,6.5
MedAuth,100,3,53,6.5
MedAuth,100,3,54,6.5
MedAuth,100,3,55,6.5
MedAuth,100,3,56,6.5
MedAuth,100,3,57,6.5
MedAuth,100,3,58,6.5
MedAuth,100,3,59,6.5
MedAuth,100,3,60,6.5
MedAuth,100,3,61,6.5
MedAuth,100,3,62,6.5
MedAuth,100,3,63,6.5
MedAuth,100,3,64,6.5
MedAuth,100,3,65,6.5
MedAuth,100,3,66,6.5
MedAuth,100,3,67,6.5
MedAuth,100,3,68,6.5
MedAuth,100,3,69,6.5
MedAuth,100,3,70,6.5
MedAuth,100,3,71,6.5
MedAuth,100,3,72,6.5
MedAuth,100,3,73,6.5
MedAuth,100,3,74,6.5
MedAuth,100,3,75,6.5
MedAuth,100,3,76,6.5
MedAuth,100,3,77,6.5
MedAuth,100,3,78,6.5
MedAuth,100,3,79,6.5
MedAuth,100,3,80,6.5
MedAuth,100,3,81,6.5
MedAuth,100,3,82,6.5
MedAuth,100,3,83,6.5
MedAuth,100,3,84,6.5
MedAuth,100,3,85,6.5
MedAuth,100,3,86,6.5
MedAuth,100,3,87,6.5
MedAuth,100,3,88,6.5
MedAuth,100,3,89,6.5
MedAuth,100,3,90,6.5
MedAuth,100,3,91,6.5
MedAuth,100,3,92,6.5
MedAuth,100,3,93,6.5
MedAuth,100,3,94,6.5
MedAuth,100,3,95,9.8
MedAuth,100,3,96,9.9
MedAuth,100,3,97,9.9
MedAuth,100,3,98,9.9
MedAuth,100,3,99,9.9
MedAuth,100,3,100,9.9
MedAuth,500,1,1,8.6
MedAuth,500,1,2,8.6
MedAuth,500,1,3,8.6
MedAuth,500,1,4,8.6
MedAuth,500,1,5,8.6
MedAuth,500,1,6,8.6
MedAuth,500,1,7,8.6
MedAuth,500,1,8,8.6
MedAuth,500,1,9,8.6
MedAuth,500,1,10,8.6
MedAuth,500,1,11,8.6
MedAuth,500,1,12,8.6
MedAuth,500,1,13,8.6
MedAuth,500,1,14,8.6
MedAuth,500,1,15,8.6
MedAuth,500,1,16,8.6
MedAuth,500,1,17,8.6
MedAuth,500,1,18,8.6
MedAuth,500,1,19,8.6
MedAuth,500,1,20,8.6
MedAuth,500,1,21,8.6
MedAuth,500,1,22,8.6
MedAuth,500,1,23,8.6
MedAuth,500,1,24,8.6
MedAuth,500,1,25,8.6
MedAuth,500,1,26,8.6
MedAuth,500,1,27,8.6
MedAuth,500,1,28,8.6
MedAuth,500,1,29,8.6
MedAuth,500,1,30,8.6
MedAuth,500,1,31,8.6
MedAuth,500,1,32,8.6
MedAuth,500,1,33,8.6
MedAuth,500,1,34,8.6
MedAuth,500,1,35,8.6
MedAuth,500,1,36,8.6
MedAuth,500,1,37,8.6
MedAuth,500,1,38,8.6
MedAuth,500,1,39,8.6
MedAuth,500,1,40,8.6
MedAuth,500,1,41,8.6
MedAuth,500,1,42,8.6
MedAuth,500,1,43,8.6
MedAuth,500,1,44,8.6
MedAuth,500,1,45,8.6
MedAuth,500,1,46,8.6
MedAuth,500,1,47,8.6
MedAuth,500,1,48,8.6
MedAuth,500,1,49,8.6
MedAuth,500,1,50,8.8
MedAuth,500,1,51,8.8
MedAuth,500,1,52,8.8
MedAuth,500,1,53,8.8
MedAuth,500,1,54,8.8
MedAuth,500,1,55,8.8
MedAuth,500,1,56,8.8
MedAuth,500,1,57,8.8
MedAuth,500,1,58,8.8
MedAuth,500,1,59,8.8
MedAuth,500,1,60,8.8
MedAuth,500,1,61,8.8
MedAuth,500,1,62,8.8
MedAuth,500,1,63,8.8
MedAuth,500,1,64,8.8
MedAuth,500,1,65,8.8
MedAuth,500,1,66,8.8
MedAuth,500,1,67,8.8
MedAuth,500,1,68,8.8
MedAuth,500,1,69,8.8
MedAuth,500,1,70,8.8
MedAuth,500,1,71,8.8
MedAuth,500,1,72,8.8
MedAuth,500,1,73,8.8
MedAuth,500,1,74,8.8
MedAuth,500,1,75,8.8
MedAuth,500,1,76,8.8
MedAuth,500,1,77,8.8
MedAuth,500,1,78,8.8
MedAuth,500,1,79,8.8
MedAuth,500,1,80,8.8
MedAuth,500,1,81,8.8
MedAuth,500,1,82,8.8
MedAuth,500,1,83,8.8
MedAuth,500,1,84,8.8
MedAuth,500,1,85,8.8
MedAuth,500,1,86,8.8
MedAuth,500,1,87,8.8
MedAuth,500,1,88,8.8
MedAuth,500,1,89,8.8
MedAuth,500,1,90,8.8
MedAuth,500,1,91,8.8
MedAuth,500,1,92,8.8
MedAuth,500,1,93,8.8
MedAuth,500,1,94,8.8
MedAuth,500,1,95,15.2
MedAuth,500,1,96,15.3
MedAuth,500,1,97,15.3
MedAuth,500,1,98,15.3
MedAuth,500,1,99,15.3
MedAuth,500,1,100,15.3
MedAuth,500,2,1,8.6
MedAuth,500,2,2,8.6
MedAuth,500,2,3,8.6
MedAuth,500,2,4,8.6
MedAuth,500,2,5,8.6
MedAuth,500,2,6,8.6
MedAuth,500,2,7,8.6
MedAuth,500,2,8,8.6
MedAuth,500,2,9,8.6
MedAuth,500,2,10,8.6
MedAuth,500,2,11,8.6
MedAuth,500,2,12,8.6
MedAuth,500,2,13,8.6
MedAuth,500,2,14,8.6
MedAuth,500,2,15,8.6
MedAuth,500,2,16,8.6
MedAuth,500,2,17,8.6
MedAuth,500,2,18,8.6
MedAuth,500,2,19,8.6
MedAuth,500,2,20,8.6
MedAuth,500,2,21,8.6
MedAuth,500,2,22,8.6
MedAuth,500,2,23,8.6
MedAuth,500,2,24,8.6
MedAuth,500,2,25,8.6
MedAuth,500,2,26,8.6
MedAuth,500,2,27,8.6
MedAuth,500,2,28,8.6
MedAuth,500,2,29,8.6
MedAuth,500,2,30,8.6
MedAuth,500,2,31,8.6
MedAuth,500,2,32,8.6
MedAuth,500,2,33,8.6
MedAuth,500,2,34,8.6
MedAuth,500,2,35,8.6
MedAuth,500,2,36,8.6
MedAuth,500,2,37,8.6
MedAuth,500,2,38,8.6
MedAuth,500,2,39,8.6
MedAuth,500,2,40,8.6
MedAuth,500,2,41,8.6
MedAuth,500,2,42,8.6
MedAuth,500,2,43,8.6
MedAuth,500,2,44,8.6
MedAuth,500,2,45,8.6
MedAuth,500,2,46,8.6
MedAuth,500,2,47,8.6
MedAuth,500,2,48,8.6
MedAuth,500,2,49,8.6
MedAuth,500,2,50,8.8
MedAuth,500,2,51,8.8
MedAuth,500,2,52,8.8
MedAuth,500,2,53,8.8
MedAuth,500,2,54,8.8
MedAuth,500,2,55,8.8
MedAuth,500,2,56,8.8
MedAuth,500,2,57,8.8
MedAuth,500,2,58,8.8
MedAuth,500,2,59,8.8
MedAuth,500,2,60,8.8
MedAuth,500,2,61,8.8
MedAuth,500,2,62,8.8
MedAuth,500,2,63,8.8
MedAuth,500,2,64,8.8
MedAuth,500,2,65,8.8
MedAuth,500,2,66,8.8
MedAuth,500,2,67,8.8
MedAuth,500,2,68,8.8
MedAuth,500,2,69,8.8
MedAuth,500,2,70,8.8
MedAuth,500,2,71,8.8
MedAuth,500,2,72,8.8
MedAuth,500,2,73,8.8
MedAuth,500,2,74,8.8
MedAuth,500,2,75,8.8
MedAuth,500,2,76,8.8
MedAuth,500,2,77,8.8
MedAuth,500,2,78,8.8
MedAuth,500,2,79,8.8
MedAuth,500,2,80,8.8
MedAuth,500,2,81,8.8
MedAuth,500,2,82,8.8
MedAuth,500,2,83,8.8
MedAuth,500,2,84,8.8
MedAuth,500,2,85,8.8
MedAuth,500,2,86,8.8
MedAuth,500,2,87,8.8
MedAuth,500,2,88,8.8
MedAuth,500,2,89,8.8
MedAuth,500,2,90,8.8
MedAuth,500,2,91,8.8
MedAuth,500,2,92,8.8
MedAuth,500,2,93,8.8
MedAuth,500,2,94,8.8
MedAuth,500,2,95,15.2
MedAuth,500,2,96,15.3
MedAuth,500,2,97,15.3
MedAuth,500,2,98,15.3
MedAuth,500,2,99,15.3
MedAuth,500,2,100,15.3
MedAuth,500,3,1,8.6
MedAuth,500,3,2,8.6
MedAuth,500,3,3,8.6
MedAuth,500,3,4,8.6
MedAuth,500,3,5,8.6
MedAuth,500,3,6,8.6
MedAuth,500,3,7,8.6
MedAuth,500,3,8,8.6
MedAuth,500,3,9,8.6
MedAuth,500,3,10,8.6
MedAuth,500,3,11,8.6
MedAuth,500,3,12,8.6
MedAuth,500,3,13,8.6
MedAuth,500,3,14,8.6
MedAuth,500,3,15,8.6
MedAuth,500,3,16,8.6
MedAuth,500,3,17,8.6
MedAuth,500,3,18,8.6
MedAuth,500,3,19,8.6
MedAuth,500,3,20,8.6
MedAuth,500,3,21,8.6
MedAuth,500,3,22,8.6
MedAuth,500,3,23,8.6
MedAuth,500,3,24,8.6
MedAuth,500,3,25,8.6
MedAuth,500,3,26,8.6
MedAuth,500,3,27,8.6
MedAuth,500,3,28,8.6
MedAuth,500,3,29,8.6
MedAuth,500,3,30,8.6
MedAuth,500,3,31,8.6
MedAuth,500,3,32,8.6
MedAuth,500,3,33,8.6
MedAuth,500,3,34,8.6
MedAuth,500,3,35,8.6
MedAuth,500,3,36,8.6
MedAuth,500,3,37,8.6
MedAuth,500,3,38,8.6
MedAuth,500,3,39,8.6
MedAuth,500,3,40,8.6
MedAuth,500,3,41,8.6
MedAuth,500,3,42,8.6
MedAuth,500,3,43,8.6
MedAuth,500,3,44,8.6
MedAuth,500,3,45,8.6
MedAuth,500,3,46,8.6
MedAuth,500,3,47,8.6
MedAuth,500,3,48,8.6
MedAuth,500,3,49,8.6
MedAuth,500,3,50,8.8
MedAuth,500,3,51,8.8
MedAuth,500,3,52,8.8
MedAuth,500,3,53,8.8
MedAuth,500,3,54,8.8
MedAuth,500,3,55,8.8
MedAuth,500,3,56,8.8
MedAuth,500,3,57,8.8
MedAuth,500,3,58,8.8
MedAuth,500,3,59,8.8
MedAuth,500,3,60,8.8
MedAuth,500,3,61,8.8
MedAuth,500,3,62,8.8
MedAuth,500,3,63,8.8
MedAuth,500,3,64,8.8
MedAuth,500,3,65,8.8
MedAuth,500,3,66,8.8
MedAuth,500,3,67,8.8
MedAuth,500,3,68,8.8
MedAuth,500,3,69,8.8
MedAuth,500,3,70,8.8
MedAuth,500,3,71,8.8
MedAuth,500,3,72,8.8
