protocol,run,imd_ms,patient_ms,server_ms,total_ms
MedAuth,62,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,63,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,64,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,65,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,66,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,67,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,68,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,69,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,70,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,71,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,72,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,73,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,74,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,75,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,76,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,77,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,78,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,79,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,80,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,81,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,82,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,83,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,84,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,85,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,86,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,87,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,88,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,89,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,90,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,91,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,92,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,93,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,94,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,95,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,96,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,97,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,98,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,99,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,100,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,101,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,102,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,103,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,104,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,105,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,106,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,107,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,108,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,109,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,110,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,111,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,112,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,113,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,114,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,115,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,116,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,117,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,118,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,119,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,120,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,121,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,122,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,123,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,124,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,125,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,126,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,127,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,128,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,129,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,130,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,131,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,132,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,133,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,134,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,135,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,136,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,137,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,138,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,139,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,140,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,141,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,142,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,143,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,144,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,145,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,146,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,147,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,148,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,149,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,150,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,151,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,152,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,153,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,154,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,155,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,156,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,157,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,158,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,159,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,160,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,161,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,162,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,163,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,164,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,165,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,166,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,167,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,168,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,169,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,170,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,171,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,172,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,173,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,174,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,175,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,176,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,177,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,178,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,179,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,180,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,181,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,182,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,183,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,184,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,185,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,186,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,187,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,188,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,189,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,190,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,191,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,192,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,193,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,194,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,195,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,196,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,197,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,198,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,199,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,200,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,201,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,202,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,203,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,204,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,205,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,206,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,207,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,208,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,209,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,210,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,211,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,212,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,213,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,214,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,215,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,216,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,217,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,218,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,219,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,220,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,221,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,222,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,223,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,224,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,225,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,226,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,227,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,228,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,229,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,230,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,231,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,232,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,233,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,234,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,235,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,236,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,237,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,238,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,239,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,240,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,241,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,242,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,243,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,244,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,245,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,246,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,247,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,248,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,249,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,250,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,251,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,252,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,253,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,254,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,255,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,256,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,257,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,258,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,259,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,260,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,261,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,262,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,263,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,264,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,265,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,266,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,267,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,268,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,269,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,270,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,271,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,272,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,273,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,274,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,275,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,276,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,277,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,278,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,279,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,280,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,281,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,282,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,283,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,284,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,285,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,286,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,287,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,288,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,289,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,290,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,291,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,292,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,293,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,294,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,295,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,296,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,297,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,298,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,299,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,300,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,301,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,302,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,303,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,304,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,305,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,306,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,307,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,308,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,309,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,310,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,311,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,312,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,313,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,314,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,315,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,316,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,317,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,318,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,319,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,320,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,321,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,322,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,323,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,324,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,325,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,326,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,327,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,328,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,329,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,330,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,331,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,332,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,333,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,334,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,335,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,336,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,337,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,338,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,339,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,340,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,341,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,342,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,343,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,344,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,345,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,346,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,347,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,348,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,349,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,350,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,351,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,352,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,353,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,354,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,355,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,356,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,357,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,358,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,359,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,360,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,361,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,362,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,363,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,364,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,365,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,366,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,367,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,368,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,369,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,370,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,371,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,372,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,373,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,374,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,375,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,376,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,377,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,378,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,379,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,380,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,381,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,382,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,383,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,384,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,385,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,386,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,387,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,388,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,389,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,390,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,391,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,392,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,393,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,394,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,395,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,396,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,397,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,398,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,399,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,400,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,401,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,402,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,403,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,404,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,405,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,406,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,407,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,408,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,409,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,410,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,411,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,412,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,413,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,414,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,415,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,416,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,417,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,418,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,419,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,420,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,421,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,422,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,423,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,424,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,425,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,426,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,427,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,428,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,429,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,430,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,431,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,432,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,433,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,434,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,435,33.250890445,1.330090045,0.580050025,41.071120561
